"Gene","Dsec_Mal_AS_R1","Dsec_Mal_AS_R2","Dsec_Mal_AS_R3","Dsec_Fem_AS_R1","Dsec_Fem_AS_R2","Dsec_Fem_AS_R3","Dsec_Mal_JP_R1","Dsec_Mal_JP_R2","Dsec_Mal_JP_R3","Dsec_Fem_JP_R1","Dsec_Fem_JP_R2","Dsec_Fem_JP_R3","Dsim_Mal_JP_R1","Dsim_Mal_JP_R2","Dsim_Mal_JP_R3","Dsim_Fem_JP_R1","Dsim_Fem_JP_R2","Dsim_Fem_JP_R3","Dmel_Mal_AS_R1","Dmel_Fem_AS_R1"
"ppk",9.4194,10.4022,9.51771,8.6885,9.05664,8.42662,15.3743,16.3027,15.7037,16.2834,14.5791,14.0133,10.773,11.0824,11.061,11.6931,10.8612,11.3743,9.4823,8.83199
"ppk10",0.423519,0.337915,0.399987,0.505291,0.623473,0.509873,0.588723,0.435134,0.41522,0.259586,0.386967,0.615299,0.485854,0.480525,0.500591,0.391417,0.648894,0.649173,0.309888,0.299812
"ppk11",2.28441,2.94909,2.35659,1.33718,1.02012,2.22725,3.30713,2.5885,2.70645,3.38312,2.64174,3.90713,0.384791,0.138325,0.0879793,0.191631,0.172292,0.196701,0.0591945,0.0781816
"ppk12",0.239029,0.371054,0.491881,0.260481,0.23122,0.196641,0.433614,0.446161,0.548513,0.404657,0.251921,0.270091,0.106815,0.0762298,0.0728837,0.0254567,0.0817024,0.0520506,0.0751728,0.0408182
"ppk13",0,0,0,0,0.0314073,0.0300068,0.0488851,0.0528237,0.0252289,0,0.0353482,0,0.538003,0.865929,0.780914,0.680698,0.729748,0.630079,1.00905,0.645958
"ppk14",0.0620975,0.0666645,0.127702,0.109345,0.0296064,0.0283454,0.0948545,0.0765893,0.0488333,0.0655699,0.0340161,0.0984463,0,0,0,0,0.0298348,0.0285138,3.35934,1.79229
"ppk16",5.15052,4.18903,5.30814,4.29812,4.73005,4.76001,6.98457,7.01246,7.31593,8.78998,8.90417,9.12438,2.82059,3.06805,2.73214,2.2554,2.14292,1.78339,0.242731,0.278921
"ppk19",0.428008,0.307227,0.264744,0.327121,0.218848,0.209291,0.34746,0.727038,0.380928,0.150235,0.250158,0.361599,1.02889,1.01904,1.05616,0.826331,1.01435,0.847352,3.8728,2.34226
"ppk21",0.0769096,0.0551272,0.0792291,0.24924,0.172259,0.0235438,0.265202,0.327204,0.117213,0.078472,0.190469,0.104995,0.175155,0.112686,0,0.176142,0.242999,0.0515108,0.365696,0.243919
"ppk23",0.583858,0.601149,0.375713,0.368692,0.44698,0.607802,0.465516,0.559722,0.369113,0.297828,0.283609,0.248819,1.327,0.565996,1.08277,1.1795,1.68052,1.60549,0.543812,0.617303
"ppk28",0.758567,0.838072,0.661226,0.871534,0.811467,0.58781,1.37877,1.0651,1.09153,0.65399,0.578453,1.01743,1.14755,1.80359,1.66178,1.25631,1.72692,1.23705,0.863953,0.787822
"ppk29",0.399971,0.369183,0.353278,0.202329,0.275333,0.420783,0.296025,0.547839,0.30547,0.35882,0.434638,0.838183,0.574281,0.307502,0.367464,0.475073,0.623006,0.70228,1.39659,1.44856
"ppk6",0.489221,0.389472,0.48684,0.57753,0.534145,0.497037,0.575569,0.455675,0.532473,0.647148,0.654306,0.66338,0,0.0451809,0.0432402,0.0301869,0,0,0.0168586,0.0225353
"ppk7",0.369399,0.2262,0.460432,0.16328,0.252269,0.144782,0.242466,0.173713,0.228523,0.276641,0.200622,0.331858,0,0,0.0360231,0.0248502,0,0,1.93322,1.20727
"ppl",25.0906,25.0886,25.0136,27.7137,26.1148,26.8273,40.4004,38.1942,35.0743,35.7416,34.4477,38.0977,48.6251,52.155,48.4948,37.5936,37.7015,34.5061,33.2965,32.1017
"pr-set7",4.36387,4.11944,4.1971,2.99279,3.51357,3.34717,3.94243,4.39046,3.87963,4.34506,4.2472,4.21937,11.4872,14.0044,12.042,13.2968,14.0392,13.0605,9.51905,9.07334
"prc",4.18695,3.81826,3.77893,3.61592,3.77133,3.86262,9.54874,10.0396,9.66417,13.3944,14.1383,13.0561,8.11959,7.83525,7.63124,10.2184,9.80724,9.3755,1.34249,1.50451
"prd",0,0,0,0,0,0,0.0849155,0.0547073,0.0524003,0,0,0,0.86843,0.797632,0.641345,0,0,0,0,0
"prel",80.9327,85.8452,80.8665,79.2283,80.1748,77.7207,98.8701,105.29,101.546,109.059,113.332,106.524,118.953,116.909,111.668,131.708,135.192,137.95,126.885,112.692
"primo-1",41.3918,44.3667,45.2237,41.3459,43.0078,42.2323,52.5396,56.3657,47.6538,60.5303,53.4948,54.8202,58.361,54.995,59.0621,58.1823,56.3663,61.7354,45.9327,44.4524
"primo-2",0,0,0,0,0,0,1.03786,0.464422,0.711564,0,0.405351,0,0.617884,0.988735,0.946157,0,0,0,0.347601,0.36253
"proPO45",3.66522,3.17632,3.10918,2.76739,3.00952,2.85151,5.66236,6.40702,6.26494,6.63575,6.70625,6.37974,7.81109,8.56387,8.19277,11.4696,11.0425,12.8716,4.25562,5.21332
"prod",10.4203,11.1502,11.1368,10.1964,9.56297,9.22724,12.16,13.5645,12.5283,12.4151,11.2387,10.2347,11.4902,12.6433,12.7193,14.3137,12.3049,12.4204,14.518,13.474
"pros",2.89371,2.92825,2.81723,2.35275,2.27029,2.22199,2.73522,2.48047,2.67051,3.15286,2.90537,2.90915,6.94925,5.45419,5.9199,6.48508,6.3027,7.06786,9.5774,9.24148
"prt",0,0.164951,0.063141,0.0269983,0.117016,0.111937,0.558013,0.375856,0.575011,0.288828,0.299633,0.353028,2.80381,3.11259,2.86386,2.48081,2.54358,1.90264,0.168524,0.11426
"prtp",24.6561,28.0466,25.274,26.9327,25.8466,28.0788,32.316,34.3723,31.9421,41.3475,39.8473,42.2051,91.9361,94.3706,87.4696,100.045,100.724,99.5434,50.7446,59.3262
"ps",10.7431,10.1959,9.7206,9.77982,9.46498,9.29627,10.0136,9.61593,10.0387,9.72137,9.94673,9.67442,16.986,16.9274,17.7776,12.6154,12.1218,12.6113,61.5811,60.575
"psq",2.39023,2.38515,2.3876,2.05188,1.84851,2.07399,2.93428,2.90883,2.5409,2.67197,3.29978,2.61986,1.83149,2.10741,1.80733,1.5123,1.84798,1.63321,15.8468,15.3194
"pst",61.316,63.2253,61.2149,67.6288,69.1967,66.2338,84.0882,82.9534,81.7445,88.992,87.9938,90.3104,41.2667,42.2683,42.6467,45.0188,45.1604,45.8412,156.073,158.26
"ptc",1.24245,1.58056,1.49215,1.25284,1.19974,1.41535,1.81682,2.12968,1.68395,2.04477,2.24003,2.09623,0.914478,0.936453,1.00439,1.038,1.21368,1.18629,1.76717,1.73175
"ptip",2.38269,2.85448,2.76045,2.47434,2.24947,2.2392,3.54337,3.34177,3.29111,3.09307,3.08312,3.74669,2.02742,2.05621,2.16372,1.893,2.15588,1.96076,1.9278,1.82673
"ptr",16.9349,17.1952,17.017,13.069,14.3962,14.619,21.8084,21.2703,21.8752,19.9228,19.2136,19.817,14.4792,15.6233,15.4176,13.7616,14.0321,13.8517,29.0585,26.5209
"pug",8.55662,8.85236,8.72189,8.50955,8.31276,7.94344,12.6293,13.2562,12.9543,14.0556,14.8971,14.325,21.2961,23.1688,22.4306,25.6212,25.2534,26.0038,12.8931,13.5994
"pum",1.62111,1.82708,1.80936,1.31561,1.98629,1.56031,0.945702,0.890521,0.984806,0.764938,0.759287,0.700068,0.97593,0.842388,0.939606,1.05117,1.19719,1.2564,16.3532,16.4533
"put",13.8171,11.8734,12.4681,11.232,11.5791,11.8014,18.5059,17.6893,17.9615,18.1828,17.7676,19.8414,26.599,25.1699,25.5952,27.0938,27.0702,27.994,15.5561,15.4435
"pwn",0.0837051,0.0597733,0.104975,0.0327016,0.0529633,0.0253564,0.0724204,0.0622539,0.0820037,0.0595002,0.082179,0.12871,0.04698,0.0999924,0,0,0.035425,0.0338737,1.60642,1.40724
"pxb",1.29771,1.34527,1.37721,1.04584,0.966575,1.27942,1.97048,2.20908,1.95915,3.194,3.11784,3.02996,1.75655,1.42132,1.63891,1.41919,1.49472,1.92551,1.87092,1.97679
"pyd3",7.01541,7.73175,7.90047,8.28265,6.50308,7.16022,8.35643,8.48869,8.56281,8.04327,9.19776,9.86163,13.059,13.1179,11.4534,12.5076,13.8445,14.0822,43.9114,46.7004
"pygo",2.16745,2.13057,2.59734,1.85442,1.78883,1.53857,2.78441,3.06825,2.53703,2.78824,3.44683,3.28856,4.29376,4.50824,4.23128,4.5984,5.03911,4.60792,5.71349,5.2341
"pyr",2.52715,2.25597,2.86745,2.70535,2.28382,2.08641,2.65127,3.03666,2.63331,3.31055,2.68522,3.14136,7.75056,7.87962,8.45077,6.74222,6.34256,6.69891,3.29168,2.84063
"pyx",1.8964,2.16881,1.9802,2.10813,1.89779,1.90048,2.51779,2.55786,2.47741,3.06472,3.10962,3.11343,1.118,1.11072,1.16378,1.07804,0.884986,1.00233,1.09841,1.41343
"pzg",7.49851,7.69955,7.60641,7.22763,6.79562,6.99207,9.27196,9.54543,9.60912,9.46748,9.13849,9.24429,9.70188,11.3466,10.2308,10.1779,11.2368,11.2476,14.3868,13.5169
"qjt",0.070274,0.0755962,0.289641,0,0.137071,0,0.241597,0.104278,0.249313,0,0.0713933,0.206212,1.91543,2.83376,2.05197,0.400138,0.500616,0.545982,0.658889,0.450566
"qkr54B",2.05007,1.88,2.07203,1.44208,1.63939,1.35094,1.97167,2.00803,1.43298,1.24945,1.81155,1.70912,1.35729,1.54487,1.74581,1.44136,1.91345,1.85696,8.89611,9.30175
"qkr58E-1",10.2277,9.5085,11.1997,8.8821,9.20077,9.05028,16.2685,15.2989,16.6177,16.171,15.6104,15.6183,17.9473,18.4267,17.8687,18.3767,17.6648,18.3239,15.0015,13.861
"qkr58E-2",8.87061,8.18392,8.31657,8.07023,7.4839,7.00106,10.905,10.2282,10.7095,11.8184,11.8413,11.5975,12.1337,12.9501,13.3594,13.0541,12.4915,12.5243,18.3092,17.6282
"qless",7.13764,8.15521,8.22052,6.2558,5.57011,5.66557,9.99769,9.20927,9.24602,9.32519,7.79111,9.64246,9.21009,8.49973,9.60166,9.22796,9.69642,9.38924,10.1455,9.7017
"qm",26.3902,29.2113,28.3799,28.13,26.9016,25.9994,37.7507,37.5423,38.1388,40.9887,39.0233,41.2984,29.5848,33.5133,33.8035,31.888,30.4722,33.1511,26.456,25.5398
"qsm",114.697,117.375,120.728,102.252,103.274,100.16,173.287,173.621,174.183,200.523,204.736,201.06,135.952,133.457,129.174,172.082,174.469,171.37,169.124,148.273
"qua",2.46688,2.67225,2.66669,2.61806,2.63089,1.98881,3.50236,3.04964,3.62618,2.21159,2.47508,2.12495,8.3381,8.65346,9.18402,5.30087,4.34805,4.6866,11.9759,11.0158
"qvr",2.17711,2.34173,2.24428,3.29238,3.06387,1.95085,1.5303,0.412869,0.394199,0,0,0.643737,4.16778,0.741589,1.41713,1.18744,0.635225,2.42694,62.7027,59.5397
"r-cup",0.91942,0.539984,0.427299,0.464785,0.587002,0.641961,0.733313,1.16536,1.01321,0.801862,0.95065,0.802066,3.68185,3.47856,3.02418,0.463954,0.338227,0.322971,0.234187,0.203809
"r-l",1.04886,0.950272,1.04856,1.08727,1.14939,1.0265,2.01898,1.83425,2.14071,2.65855,2.07084,2.33576,1.73335,1.92323,1.72486,1.5192,1.75993,1.36135,5.78853,6.11632
"r2d2",32.2388,33.5743,34.6244,31.7475,32.2549,31.938,39.9186,39.7791,38.0783,38.2696,41.4568,39.0246,11.0495,12.2927,10.9319,10.1144,9.479,10.215,33.4537,31.4355
"rab3-GAP",5.83273,5.68201,5.5904,5.05137,4.82755,5.27626,6.64643,6.59568,6.76147,6.17792,6.66796,6.23242,6.94533,7.66512,7.68011,5.96712,5.59618,5.60187,7.70581,7.21684
"rad50",1.23443,1.06526,1.18433,1.28688,1.03461,1.15234,1.7189,1.6717,1.59194,1.27011,1.21314,1.46876,1.2882,1.07435,0.939121,1.05969,0.979395,1.17573,2.02468,2.07118
"ran",51.8713,52.2436,58.3124,51.5811,52.7791,49.5989,72.539,68.4099,71.736,78.5467,76.4415,71.6741,96.7643,99.5275,99.4542,88.5397,87.3422,87.2735,103.592,98.1418
"ran-like",0,0,0,0,0,0,1.12911,1.02716,0.98118,0.0855527,0,0.171725,9.04026,8.51301,8.47536,0.08077,0.0866861,0.0827637,0.0135705,0.0249794
"raps",4.32549,4.7112,4.10001,3.19009,3.07894,3.19366,5.48454,5.93844,5.25106,6.23848,5.87358,5.92782,5.65059,5.05605,5.13962,4.84172,5.66139,5.82509,9.73036,9.42198
"ras",20.2702,21.1216,21.0268,16.7292,17.7378,18.6951,29.91,30.4247,31.9373,29.0813,32.4047,29.9171,32.9627,32.7926,32.442,32.4256,29.8895,30.4879,24.9891,21.6707
"rasp",1.08163,1.29534,0.922702,1.24902,1.20897,1.1558,1.37856,1.25171,1.56954,1.00134,1.00639,1.33923,2.78608,1.98662,2.44661,2.60687,2.04296,2.37549,6.03599,6.23372
"raw",18.9123,18.7433,18.8561,13.4769,14.524,14.6748,22.7407,23.9738,23.5787,20.7149,21.7237,21.801,34.9438,35.5014,36.4862,34.0075,36.1417,34.8039,24.548,21.4769
"rb",2.97124,3.17868,3.21787,3.00336,2.89623,3.0747,3.62503,3.42243,3.39,3.69115,3.77133,3.26806,4.84109,4.89059,4.70552,5.44337,5.21291,5.07933,8.01483,8.10067
"rdgA",1.86774,1.20144,2.30295,4.20547,1.75442,3.35859,1.08944,1.75817,0.561101,3.06887,3.187,3.9499,0,0,0.49841,0,0,0.403448,9.77193,14.8623
"rdgB",4.11583,4.31128,3.87372,3.7693,3.99092,3.74924,5.19183,5.12799,5.35229,7.74617,8.0257,7.21673,12.4648,12.1918,12.6478,16.7136,16.2939,16.372,24.1082,24.9412
"rdgBbeta",69.7624,71.0045,74.5997,73.1537,72.1688,71.4232,106.175,109.792,106.706,113.95,117.117,113.737,66.3104,67.4063,65.8751,71.1518,72.8867,70.2735,30.157,29.9603
"rdgC",11.4883,12.0996,10.9558,10.5696,10.1678,9.35677,16.263,16.6037,16.364,15.4525,15.4204,15.7141,32.6622,35.784,31.6941,35.5294,35.0816,32.9239,24.1372,22.9582
"rdhB",6.07368,5.80532,5.55753,4.84718,5.02547,5.59218,9.90066,9.58213,10.358,12.9811,14.5885,14.0016,21.9082,21.58,21.381,25.7554,23.6437,24.2191,4.91431,5.53497
"rec",0.0837135,0.059972,0.11486,0.123246,0.200512,0.140629,0.271825,0.152338,0.156973,0.179012,0.0928934,0.253805,0.0799828,0.064131,0.102294,0.15543,0.105858,0.144423,15.7653,16.1351
"ref(2)P",97.599,100.595,100.178,98.4169,102.379,100.036,177.151,183.451,182.909,195.734,196.15,199.092,145.971,148.125,144.549,152.537,149.796,151.478,190.365,185.68
"regucalcin",53.7481,53.5861,52.9338,69.0465,72.5316,71.5686,84.2562,84.6973,83.852,169.986,173.747,171.75,142.805,144.67,147.013,169.964,182.25,173.144,97.5027,111.975
"repo",8.87148,10.3613,9.76508,9.16257,8.29773,9.56818,12.8523,14.1577,13.7334,15.1429,15.9992,15.3096,13.3886,14.6763,14.5206,15.4622,15.9146,15.2949,18.3659,17.8906
"rept",6.0264,5.51476,5.79534,5.3806,6.27055,5.44183,6.99234,6.32773,7.87348,6.99063,7.25559,6.84557,7.29368,7.54044,7.48344,4.28198,4.0654,4.77313,6.73042,6.497
"resilin",0,0.12149,0,0.0606607,0.0872454,0.020858,0.122126,0.0374655,0.0537475,0.0479567,0.0744864,0.167507,0.488497,0.450899,0.398713,2.63167,3.26198,3.30621,0.069489,0.0976131
"retinin",3.39446,3.75058,3.90659,3.61691,3.42007,2.99201,20.2637,18.3125,20.7719,70.9003,79.7902,69.8929,77.8386,67.167,77.6473,84.001,86.5709,88.7105,9.04623,15.5385
"retm",30.5714,32.6532,30.944,27.4671,26.1465,27.3529,37.8366,37.5839,38.5574,39.06,39.8247,39.4288,55.3953,54.2785,52.6852,57.1159,55.542,57.4802,78.9602,79.1335
"retn",0.194708,0.277805,0.106431,0.113378,0.195678,0.117143,0.388936,0.461394,0.379235,0.463402,0.800042,0.63075,1.00904,0.972451,0.910851,0.740991,0.860965,0.796176,0.298032,0.28079
"rev7",0.646757,0.795624,1.19133,1.28759,0.700056,1.04629,1.1468,0.983134,0.975928,0.593092,0.515754,0.844405,7.71845,6.0029,7.26958,5.77198,5.39215,4.575,7.74023,6.54641
"rgn",5.16941,4.72678,5.05552,4.52466,4.50096,4.31824,6.3813,6.63201,6.6124,6.67471,6.98809,6.75614,5.74816,5.78104,5.54991,5.99129,5.91733,5.69148,9.92436,9.69106
"rgr",9.01267,8.55322,8.64594,7.15891,7.48599,7.99399,9.97708,10.5756,10.5198,11.5354,11.1273,11.2348,10.2856,10.8205,10.3578,11.0812,11.396,11.0119,15.5205,15.0869
"rha",0.101906,0.0940565,0.0750842,0.116068,0.0701578,0.0670861,0.526936,0.56992,0.468756,0.159683,0.211737,0.174886,1.47335,1.78231,1.51424,0.314308,0.425091,0.47904,0.333915,0.316849
"rho",16.1763,14.9003,16.0481,14.8924,14.9817,15.5072,21.6643,23.57,22.5208,25.2586,25.3,25.1518,12.9057,15.4278,15.0322,15.9101,17.2253,17.6102,17.9606,17.7033
"rho-4",17.5098,21.5977,20.1359,13.388,15.4145,14.4419,29.5241,29.6745,26.914,26.8436,26.8652,27.8121,24.2259,23.8381,25.4168,21.5413,21.6401,21.2251,21.0453,16.6701
"rho-5",7.79706,7.97985,7.82868,6.69989,7.09887,6.69472,10.9023,11.3383,11.2935,10.7011,11.2068,11.2598,14.9164,14.9015,15.1688,16.0698,15.1021,15.7177,12.9091,11.9184
"rho-6",0,0.17467,0.167259,0,0.155693,0.297856,0.119884,0.516557,0.370508,0.179322,0.744555,0,0.777224,0.623586,0.496895,0.422021,0.37625,0.431478,0.261311,0.332953
"rho-7",22.4448,21.5392,20.842,19.9671,20.3485,21.2521,30.3135,29.3541,30.077,29.5824,29.5501,30.819,44.125,44.6128,42.7475,40.5786,40.2581,40.932,24.7609,22.6674
"rib",0.223714,0.239185,0.206398,0.15652,0.232077,0.242507,0.407097,0.284782,0.491435,0.341262,0.529997,0.486386,0.346625,0.565661,0.63576,0.529558,0.342091,0.327105,0.494889,0.535948
"ric8a",4.00335,4.64908,4.06877,4.27665,4.11665,4.81171,5.31958,5.47973,5.21484,6.30768,5.54736,6.02832,3.81126,4.10288,4.22047,4.57136,4.49962,5.54459,5.26459,4.93779
"rig",2.7699,2.82837,3.05902,2.53862,2.56135,2.65514,2.79882,3.12107,2.92039,3.05301,2.85098,2.96061,3.03654,3.0502,2.97591,2.94285,2.6391,2.8852,5.49714,5.08416
"rin",3.62784,3.65421,3.36963,3.10753,2.8495,3.03411,3.86978,3.86958,4.45727,3.95344,3.79972,3.78479,7.13033,8.00787,8.55697,4.65061,4.86044,5.45379,17.6176,15.8692
"rk",0.436584,0.491288,0.438686,0.376023,0.46686,0.474494,0.625812,0.489631,0.597226,0.362948,0.532543,0.588364,0.833068,0.877315,0.824632,0.860709,0.840858,0.929675,0.455345,0.439853
"rn",0.134008,0.0897204,0.2062,0.15816,0.124116,0.0445668,0.404468,0.269669,0.416336,0.230888,0.279219,0.268856,0.254483,0.502416,0.351467,0.387253,0.386292,0.254845,0.199235,0.207918
"rno",1.04149,1.00497,1.00828,0.970777,0.976168,0.923592,0.814502,0.768784,0.859097,0.673297,0.783021,0.826945,1.41355,1.61087,1.27661,1.32706,1.26767,1.37081,3.13065,2.90836
"ro",0.080635,0.129471,0.124041,0.173508,0,0.107656,0.0946076,0.0678537,0.0649645,0.088034,0.0457615,0.0881402,0,0.243204,0.0582317,0.283148,0.172763,0.0826184,0.239459,0.203004
"robl",28.5828,32.0035,30.8698,34.7699,37.1093,31.3849,47.5799,45.1331,42.1446,49.2408,40.2938,44.1048,143.922,137.519,154.048,160.226,146.601,139.722,87.3089,80.8109
"robl22E",0,0,0,0,0,0,0.521345,0.560627,1.3434,0.423694,0,0,9.44612,8.5627,8.67804,0,0,0.38876,0,0
"robl62A",0,0,0,0.270355,0.292288,0,4.55957,5.13584,4.46843,0.347829,1.44508,1.74277,20.4012,29.6637,31.9944,0.924913,0.989252,0.630244,0.0375848,0.101234
"robo",1.46432,1.48828,1.23276,1.09921,1.12328,1.18102,1.38093,1.21887,1.33375,1.23816,1.16066,1.37979,0.795335,1.19668,1.02964,1.38318,1.32897,1.26931,8.42594,7.66564
"robo3",1.18593,0.923898,1.25598,1.04714,1.07925,0.85526,1.60543,1.65874,1.74876,1.79968,1.63332,2.02278,1.89253,2.01996,2.19209,2.45088,2.57646,2.14893,2.66688,2.70979
"rogdi",17.9613,18.7255,17.0785,16.4705,18.2546,17.7719,24.215,23.9781,22.9605,26.8,27.156,26.5889,44.528,42.5576,41.3372,46.0179,46.8595,47.7751,42.5447,42.5925
"rols",4.8235,5.00908,5.33568,4.33458,4.02042,4.22164,6.52942,6.73651,6.53039,5.86281,6.50787,6.16514,2.70148,2.78351,2.91898,2.9959,3.24259,3.11289,7.855,7.42746
"roq",4.08659,4.39042,4.14975,3.20455,3.07699,2.91207,4.71381,4.75023,4.58573,4.83374,5.09468,4.43479,3.84825,3.95412,3.99205,3.64205,2.98832,3.2885,12.8358,12.0974
"rost",22.0669,20.8192,21.2887,22.7753,23.882,24.4461,25.9573,28.8414,26.5932,30.0153,30.1469,28.9264,47.6265,45.843,43.955,58.0842,57.0532,58.0167,14.7008,17.0358
"row",2.90385,3.20165,3.42068,2.7717,2.62502,2.70998,2.97788,2.67121,2.74573,2.84562,2.80645,3.0704,4.97355,5.02695,5.04981,4.95275,5.5111,4.98508,7.94511,7.87832
"rpk",0,0,0,0,0,0,0.0714961,0.0192903,0,0,0,0,0.0648065,0.0347233,0.0995417,0.0233411,0,0.0238944,0,0
"rpr",15.777,6.72738,16.1926,10.7611,15.8735,9.6879,24.0008,8.55889,11.2874,13.9469,12.6058,17.4106,10.7485,5.70296,12.7407,18.1532,14.0252,15.1389,9.69773,11.0059
"rst",2.49593,2.20108,2.97404,2.39593,2.1972,1.8937,2.39395,2.39061,2.13595,3.13099,2.73692,2.83986,1.19356,0.792747,1.1006,1.39427,1.11093,1.3212,5.57534,5.26948
"rt",3.7352,3.63306,3.51295,3.30772,3.28147,2.89198,3.95434,4.46924,3.9983,4.39507,4.63237,4.26617,2.52568,2.60296,2.64926,2.98172,3.02402,2.61869,2.86134,2.77956
"rtGEF",5.57445,5.10689,5.45899,3.82326,4.31035,4.64996,6.72135,6.77066,7.2078,6.6739,8.00471,6.53306,2.20299,1.9073,2.20711,1.84386,1.99945,2.03342,13.1132,12.2135
"rtet",9.7306,8.93898,9.1952,9.34357,9.21988,8.81424,10.5716,10.7279,11.2111,13.359,12.5665,12.8124,12.9231,13.6671,13.3694,14.697,14.7388,15.1766,13.771,13.8148
"rtv",17.8071,22.0497,16.1636,20.5979,24.739,22.896,27.7548,21.7602,22.6999,28.8715,22.585,28.7967,35.2986,36.2852,31.2021,42.4519,43.6034,43.3969,20.0594,19.0017
"ru",20.0236,21.0638,19.5918,16.611,17.3659,17.6907,25.4351,26.6461,24.6532,23.1514,25.4196,24.3982,21.5296,20.9649,22.566,24.2038,23.3961,24.4367,19.0702,16.5353
"rump",22.7332,24.2948,21.6648,21.2845,21.8495,22.6148,31.5349,33.5218,33.6341,33.1084,31.5262,32.4397,34.9537,32.5079,33.8378,34.4789,34.3253,34.609,33.5077,33.4087
"run",7.42948,7.62872,8.38462,6.06708,6.23351,6.56459,6.8114,6.86401,6.88683,7.75638,7.93815,7.35037,10.0664,10.3547,9.30357,11.881,12.5007,11.512,18.1301,16.1178
"rut",7.22948,7.40378,7.11214,5.33607,5.40629,5.47782,7.65211,7.73934,7.3859,7.04055,6.99209,6.87888,12.7559,12.8533,11.8866,14.343,13.8661,14.2678,34.9005,29.7906
"rux",5.36727,5.09883,4.68511,3.39057,3.23975,3.89984,7.38946,6.82292,6.87229,5.87624,5.0552,5.4233,8.57711,9.4553,9.62801,6.71718,6.50613,5.80072,6.4817,6.43205
"ry",3.23482,3.63483,3.78004,3.29978,2.95266,3.23485,4.33595,4.41818,4.26368,4.62423,4.59457,4.32398,1.34105,1.54023,1.28891,1.6923,1.52362,1.42661,3.01657,2.91797
"s-cup",43.9337,45.3276,45.3819,39.6101,40.4729,39.0389,82.6346,83.815,82.1211,89.3043,89.4684,89.6198,87.3727,84.0103,82.3517,98.1841,97.3403,97.8043,72.9254,68.8023
"sNPF",44.6126,46.2395,45.6169,36.5973,36.5323,36.308,61.3857,63.0997,61.8577,57.3222,58.9119,62.5279,82.7353,82.6526,85.4537,79.4302,80.6083,78.3135,85.6857,75.3958
"sNPF-R",3.49437,3.09863,3.70929,2.44078,2.54476,1.81611,2.68167,2.74911,2.37439,2.50382,2.64684,2.57689,2.45545,2.40974,2.23907,2.49878,2.62006,2.78702,6.97065,6.46068
"sPLA2",14.5389,15.1409,13.0926,12.5621,14.6275,13.0898,21.0856,23.7588,22.6623,36.5644,34.3062,30.3864,74.4384,73.4575,73.3104,89.8727,85.0189,87.466,13.707,11.6702
"sa",0.104628,0,0,0,0,0,0.0390361,0.0842053,0.160947,0,0.0572581,0,1.29821,1.15623,1.32795,0,0,0.107052,0.0121841,0
"sad",0.0796382,0.0284765,0.136358,0.0695268,0.125569,0,0.257191,0.161495,0.331097,0.590336,0.521697,0.266151,0.429009,0.458286,0.239099,0.465472,0.585092,0.474966,0.659778,0.665755
"sage",0.698012,1.06064,0.897374,0.516856,0.894994,0.963621,0.916437,1.22027,1.0339,1.16752,1.33789,1.35042,4.59059,4.47095,4.61098,4.43786,3.93876,3.76445,2.10235,1.8836
"sala",0,0,0,0,0,0,0,0,0.122187,0,0,0,0.210309,0,0,0,0,0,0,0
"salr",1.22989,1.17822,1.13871,0.903396,0.798279,0.98787,2.042,1.872,1.952,1.82849,1.65644,1.8395,2.17056,2.07176,2.29806,1.87895,2.08948,1.98584,2.51724,2.18237
"sals",3.92368,4.70176,4.44632,3.71118,3.66445,3.84849,5.34309,5.45788,5.50256,5.38554,5.3196,5.24049,8.24787,9.40012,9.63741,8.97523,8.98796,9.49808,6.40044,5.77358
"san",16.9328,15.0861,18.9237,15.8266,18.0239,16.7366,18.8681,17.7743,20.7289,16.7733,20.3436,17.8042,35.114,31.3607,29.1781,29.8303,29.3933,33.3299,34.7653,31.943
"sano",7.17049,7.2414,7.58979,6.36428,6.37674,6.39472,11.407,11.5227,11.2741,11.7092,11.9491,12.0606,22.274,22.2701,22.456,22.8387,24.6904,23.6149,27.094,23.1307
"santa-maria",105.389,101.792,104.543,116.178,116.664,118.173,145.155,141.339,138.372,174.87,172.352,173.758,120.833,126.114,121.515,142.426,140.711,142.153,155.335,161.843
"sar1",162.585,172.928,178.111,158.91,163.345,155.983,272.31,257.704,262.746,278.365,280.431,277.705,338.813,333.407,316.397,351.402,347.224,348.592,217.739,217.242
"sas",3.73103,3.9434,3.49671,3.08601,3.04069,3.0971,5.46204,5.44376,5.7649,4.54991,4.95436,4.49899,1.80133,1.36928,1.57342,1.7296,1.74402,1.79166,20.7584,16.9461
"sas-6",0.711391,1.07961,0.66104,0.866174,0.449272,0.499684,1.29493,1.29534,1.28918,1.00571,0.865121,1.12103,2.03135,2.0913,1.76149,1.24554,1.2162,1.04384,1.05988,1.11346
"sav",3.20541,3.33933,3.57022,2.58944,2.96823,3.03365,4.94174,4.6927,4.4444,4.34012,5.19914,5.32371,11.897,10.3367,11.9276,12.2032,13.7142,12.4553,7.40254,6.95892
"sax",11.9615,13.4268,11.778,10.8633,10.7982,11.3088,18.9454,20.4069,19.5914,20.8096,20.6966,20.0869,18.2213,18.926,18.8457,18.5932,19.3185,19.7021,21.2924,20.5228
