gene_name,Dmel,Dsec,Dsim,Dmel_m,Dmel_f,Dsec_m1,Dsec_m2,Dsec_m3,Dsec_f1,Dsec_f2,Dsec_f3,Dsec_m4,Dsec_m5,Dsec_m6,Dsec_f4,Dsec_f5,Dsec_f6,Dsim_m1,Dsim_m2,Dsim_m3,Dsim_f1,Dsim_f2,Dsim_f3
CG31288,FBgn0051288,FBgn0172637,FBgn0189747,139.734,110.238,101.537,105.473,104.753,92.7553,94.7586,95.5514,128.207,128.727,124.872,111.105,113.899,113.957,135.818,140.92,135.123,136.307,137.149,138.44
CG31291,FBgn0051291,FBgn0180599,FBgn0191791,19.6327,19.106,15.2727,14.5665,14.8602,11.5212,12.0446,12.2319,18.2605,18.2999,17.7123,17.1917,17.8766,18.0423,8.33187,7.96469,7.74615,8.79548,8.95731,9.11135
CG31294,FBgn0051294,FBgn0180612,FBgn0191807,0,0.0429358,0,0,0.0813513,0,0,0,0.458051,0.124027,0.2369,0.0824096,0,0.0839468,1.64513,1.98974,2.21664,0.383095,0.24647,0.235604
CG31296,FBgn0051296,FBgn0180619,FBgn0191813,0.469434,0.377126,5.71376,6.58835,7.40672,6.73226,6.92898,7.46439,4.94497,4.91483,5.10435,6.56513,6.08434,4.73715,0.321054,0.258499,0.0824237,0.11716,0.0629505,0.119859
CG31301,FBgn0051301,FBgn0179088,FBgn0190523,16.4685,16.6434,10.69,10.8578,10.6011,9.72833,10.18,10.6629,15.0866,14.959,15.0657,15.5784,14.9682,14.6366,22.4035,24.9161,23.1254,25.3584,23.4553,22.5051
CG31313,FBgn0051313,FBgn0180699,FBgn0191886,419.551,377.946,29.9032,29.7183,29.2613,33.4695,34.2939,31.7924,39.2181,39.4588,37.9698,43.2859,43.2402,41.5758,121.131,108.957,116.614,131.122,125.849,120.985
CG31320,FBgn0051320,FBgn0180713,FBgn0191898,1.59933,1.65376,3.50687,2.83458,2.67432,2.65827,2.35294,2.46159,4.05211,4.12695,3.56638,2.65845,2.47475,3.02889,3.41652,3.04217,2.75148,1.72272,1.7795,1.5384
CG31321,FBgn0051321,FBgn0179023,FBgn0190465,11.9705,11.29,11.3151,12.0144,10.5625,9.40436,8.5179,8.8138,16.1567,16.3835,16.7212,17.0221,18.2996,17.7798,9.33616,9.8352,8.91326,10.307,9.61705,10.8127
CG31323,FBgn0051323,FBgn0165263,FBgn0192714,12.3123,12.493,4.10126,5.00024,5.37187,3.62878,3.11394,4.79185,3.79713,5.15476,4.01008,4.62842,6.04792,3.8871000000000002,3.1496,2.98471,3.93211,2.96748,4.55251,3.03266
CG31326,FBgn0051326,FBgn0180728,FBgn0191914,28.097,21.0119,27.7427,28.9141,28.2637,25.4436,25.7901,25.7922,48.1759,50.1316,48.0553,54.3173,49.8576,51.6269,43.7566,47.4792,46.1077,55.6436,59.226,55.0356
CG31327,FBgn0051327,FBgn0180731,FBgn0191917,0.00400409,0,0,0.0389987,0,0,0,0,0.542826,0.530072,0.574946,0.054903,0.0572136,0.128622,2.41559,3.00703,2.71836,0.0155213,0.0333869,0.0159143
CG31337,FBgn0051337,FBgn0180783,FBgn0191962,0.144788,0.0897886,0,0,0,0,0,0,0.244726,0,0,0.387913,0,0,0.447597,0.953056,0.456583,1.0586,1.88245,0.359935
CG31342,FBgn0051342,FBgn0178935,FBgn0190380,12.6718,12.7721,5.97357,5.86601,6.3495,5.14878,4.90129,5.04469,8.1404,7.85318,8.13474,7.95088,9.40854,8.41336,10.5289,9.19967,9.15614,10.136,9.75942,10.4444
CG31344,FBgn0051344,FBgn0180652,FBgn0191846,118.744,132.032,118.552,118.55,122.405,125.037,122.71,119.504,126.42,127.77,129.41,133.809,135.665,134.594,89.0268,91.4529,93.8907,111.761,115.712,113.89
CG31345,FBgn0051345,FBgn0180834,FBgn0192009,90.212,74.3938,60.0168,57.6192,61.2967,47.7943,48.0869,50.9602,80.2136,82.4579,82.4223,74.975,72.0663,71.99,119.784,120.986,117.866,116.972,117.448,113.596
CG31347,FBgn0051347,FBgn0180844,FBgn0192017,3.0995,2.93899,0.683005,0.883342,0.282036,0.460755,0.625901,1.31675,1.62095,1.42084,1.46307,1.24091,0.807433,1.08778,5.25323,5.00863,5.74965,0.873187,0.931726,0.595082
CG31357,FBgn0051357,FBgn0172687,FBgn0189797,21.236,22.9492,16.2344,15.2435,16.3744,15.7762,16.7864,16.1761,22.2582,22.7778,21.2466,23.2809,21.5953,23.7424,27.4782,26.5452,26.5789,28.3194,30.0939,28.4826
CG31358,FBgn0051358,FBgn0180901,FBgn0192075,0.0126568,0.0059565,0,0,0,0.0197433,0,0,0.24689,0.213016,0.220779,0.0455574,0.0236606,0.0684669,0.771076,0.575594,0.412663,0.0243691,0,0
CG31360,FBgn0051360,FBgn0170178,FBgn0186838,33.5182,31.4631,22.8158,26.1399,23.444,19.0977,19.5478,21.9515,24.8852,25.9156,21.979,24.2499,29.2706,22.1506,43.8274,44.6148,44.7467,41.6732,37.1653,38.4712
CG31365,FBgn0051365,FBgn0178456,FBgn0189930,4.90618,4.80992,3.11481,2.92686,3.14822,3.08129,2.89069,2.66294,3.68537,3.45165,3.91977,3.81045,3.91423,4.06055,3.57422,3.95937,3.68026,4.29679,4.15596,4.41156
CG31368,FBgn0051368,FBgn0178850,FBgn0190305,3.69703,3.80729,3.5199,3.41854,3.45953,3.21527,3.19578,3.13555,4.31476,4.34716,4.37099,4.30726,4.02022,4.08389,2.94727,3.55496,3.32498,3.42831,3.00292,3.27209
CG31373,FBgn0051373,FBgn0181014,FBgn0192178,0.0389234,0.141487,3.58744,2.89733,3.05196,2.99755,3.08294,3.11147,12.744,11.3422,13.6384,17.0262,16.4917,17.5299,14.5277,13.0589,12.3777,8.28116,7.34062,9.83537
CG31380,FBgn0051380,FBgn0165167,FBgn0189703,0.00888286,0.00833171,0.265577,0.0408927,0.156598,0.270057,0.294105,0.386508,0.684503,0.296388,0.452777,0.685875,1.4691,0.574409,1.64482,0.773648,0.739003,0.225873,0.364289,0.231607
CG31381,FBgn0043799,FBgn0181492,FBgn0192593,0.928571,1.01024,0.794234,0.948149,0.756621,0.9341,0.760057,0.969526,0.918611,0.943608,0.9028,1.15033,0.785502,0.817467,1.03483,0.77938,1.45059,1.26317,0.941092,0.954569
CG31388,FBgn0051388,FBgn0178797,FBgn0192140,7.35808,6.61111,7.3847,7.6943,6.89742,7.07458,7.02908,6.77741,10.0714,10.4144,9.7664,10.429,10.7266,9.83757,12.8802,14.3266,13.4342,13.0875,13.5897,12.7259
CG31391,FBgn0051391,FBgn0181017,FBgn0192181,0.0830638,0.0517455,0.062589,0.033631,0.0645284,0.0560913,0.0304716,0.0291557,0.918132,0.725429,0.531551,0.0617911,0.0962988,0.185774,4.67263,6.07769,5.1354,2.13201,1.96374,2.3063
CG31404,FBgn0051404,FBgn0181761,FBgn0191597,0,0,0,0,0,0,0,0,0.376195,0.203252,0.71242,0,0,0.0907125,1.01207,1.2173,1.811,0,0,0.0944185
CG31406,FBgn0051406,FBgn0178743,FBgn0190210,0,0.0341006,0.0597745,0.128835,0,0.0522819,0.0568726,0.0543963,0.973043,0.526503,0.595015,0,0.133017,0.128081,1.76163,2.73291,2.34903,0,0.052562,0.0501583
CG31407,FBgn0051407,FBgn0181048,FBgn0192208,0.138411,0.108771,0.289685,0.155428,0.148995,0.389122,0.140386,0.402608,3.04336,2.59694,2.81049,0.91725,0.791924,0.305352,19.5796,23.9238,19.7835,0,0.147389,0.141142
CG31414,FBgn0051414,FBgn0181375,FBgn0192485,2.25655,1.97976,2.3225,2.3111,2.44249,2.99458,3.06094,3.65469,3.10384,4.0528,3.23924,4.1352,4.47688,4.74456,6.01032,6.19467,6.94275,5.45244,5.39812,5.40583
CG31418,FBgn0051418,FBgn0170140,FBgn0190653,0,0,0,0,0,0,0,0,0.0605821,0.588959,0.187783,0,0,0,2.39424,1.67311,2.02523,0,0,0
CG31419,FBgn0051419,FBgn0170141,FBgn0190654,0,0,0,0,0,0,0,0,0,0,0.0955921,0,0,0,1.17657,2.15448,0.858279,0,0,0
CG31431,FBgn0051431,FBgn0181232,FBgn0192361,8.14917,7.32996,2.51128,1.77117,1.73948,1.94526,2.8709,2.09729,2.76253,2.72311,2.45093,3.30362,3.87536,3.73271,3.30891,4.11031,4.54125,4.62053,3.69784,4.09982
CG31436,FBgn0051436,FBgn0172746,FBgn0192663,23.3226,21.7514,9.41688,10.5803,9.47111,9.46597,9.52992,8.76671,12.3149,13.4595,11.7731,10.8524,10.845,12.1425,16.2445,15.7693,15.5642,19.5368,16.0471,16.3206
CG31437,FBgn0051437,FBgn0172752,FBgn0192667,0.0502558,0.0153664,0.132405,0,0.0680212,0.0589155,0.12751,0.122059,0,0,0,0,0,0,0,0,0,0,0,0
CG31441,FBgn0051441,FBgn0178796,FBgn0192139,4.52069,5.09723,2.9625,2.65792,2.24802,3.45214,3.28887,4.08064,4.65486,3.92084,4.77382,4.66623,5.36006,4.7161,4.12255,3.79076,3.92511,4.40285,4.34561,3.6365
CG31446,FBgn0051446,FBgn0179111,FBgn0190543,0,0.0157698,0,0.0892315,0,0,0,0,1.2171,1.51129,1.44403,6.2195,5.74109,5.28122,1.7311,2.77904,2.83453,3.29594,4.09802,2.42824
CG31457,FBgn0051457,FBgn0178455,FBgn0189929,4.70618,4.35522,2.18148,1.95882,2.2418,2.04794,2.02956,2.08789,2.24467,2.51675,2.28221,1.93081,2.63612,2.32246,2.48783,2.34363,2.65539,2.71812,2.77528,2.85749
CG31459,FBgn0051459,FBgn0181715,FBgn0190817,0,0,0,0,0,0.151492,0,0.133585,1.66004,1.7833,1.66441,0.150478,0.336911,0.150724,7.86093,8.42395,8.73946,0.141901,0.0761071,0.363228
CG31460,FBgn0051460,FBgn0178606,FBgn0190071,13.0648,12.8567,6.37633,8.20344,8.04814,8.13549,7.22222,10.6198,11.4305,9.7124,9.28679,8.43767,9.56787,9.22617,1.50118,4.00474,1.53282,5.10777,3.63369,3.08966
CG31463,FBgn0051463,FBgn0178584,FBgn0190056,0.00858716,0,0,0,0,0.0323756,0,0,0.21929,0.14776,0.254469,0.418451,0.473824,0.571206,0.495579,1.21973,0.557519,0.0355703,0.0380797,0
CG31464,FBgn0051464,FBgn0178582,FBgn0190055,0,0.0172278,0,0,0,0,0,0,0.0554978,0.119789,0,0.311867,0.405671,0.312894,0.189982,0,0.0972501,0.0690956,0.147983,0.07073
CG31465,FBgn0051465,FBgn0181236,FBgn0192366,0.0229205,0.0249538,0.0403599,0,0,0,0,0,0.0286571,0.0310301,0.0593001,0.0131762,0,0,0.410738,0.641443,0.306179,0,0.058440400000000003,0
CG31467,FBgn0051467,FBgn0181016,FBgn0192180,1.5206,1.62265,0.823115,0.817032,0.78346,1.41318,0.769266,0.852897,1.58391,1.30204,1.47459,0.921113,1.08674,1.32498,3.05604,2.92331,3.09193,1.37185,0.864268,0.91741
CG31468,FBgn0047351,FBgn0178414,FBgn0083454,0.0455786,0.041259,0,0.26244,0,0.213704,0.231054,0.221241,6.37356,6.15854,7.71827,1.87231,0.832633,1.60959,171.93,160.1,162.364,0,3.05004,0
CG31469,FBgn0051469,FBgn0180767,FBgn0191949,19.1817,20.4876,7.24828,11.1406,8.38157,10.3793,11.2884,10.2473,13.9721,14.1919,13.8854,12.7424,14.3641,15.5248,23.7943,29.6846,30.896,34.1451,36.5833,36.6963
CG31472,FBgn0051472,FBgn0165920,FBgn0191434,37.5973,36.1148,14.3281,13.0252,14.3475,11.1505,14.1431,11.1386,16.383,17.5409,17.798,18.3357,17.5498,17.7735,27.2328,24.7936,24.3645,24.7119,24.7025,27.2853
CG31473,FBgn0051473,FBgn0165921,FBgn0191435,2.10601,1.84732,0.0612485,0.131294,0.188976,0.107528,0.174327,0.111223,2.19359,2.46133,1.90565,0.40828,0.282783,0.272662,15.2429,15.9733,13.7459,0.440647,0.469926,0.321002
CG31475,FBgn0051475,FBgn0181679,FBgn0190780,22.2028,22.8163,18.092,19.8225,17.5328,15.1865,18.6788,18.9078,24.2568,22.9193,21.0623,25.6781,27.5541,26.4073,40.8143,45.0271,43.5782,45.7375,49.1214,47.5306
CG31477,FBgn0051477,FBgn0178728,FBgn0190192,0.895271,2.07415,8.10409,7.23687,4.16411,11.3778,11.0245,16.4442,12.4077,14.3285,15.7045,21.6702,24.1698,13.3608,29.4967,29.4731,42.4064,19.465,27.657,11.5929
CG31482,FBgn0051482,FBgn0165848,FBgn0191369,0.0227955,0,0,0,0,0,0,0,0.967312,1.62113,1.5,0.0676607,0.141423,0.13632,11.6515,11.1004,12.7509,0.288274,0,0.196843
CG3149,FBgn0027564,FBgn0167562,FBgn0187869,22.9159,22.2883,18.8438,20.5519,18.3129,17.1804,16.9752,17.2952,25.9701,26.083,25.2,26.1263,24.0734,25.0054,29.8842,26.6556,28.5801,27.9836,27.3981,27.8858
CG31493,FBgn0051493,FBgn0165880,FBgn0191397,0.454687,0.343155,4.06224,3.01082,2.98542,3.15711,2.77516,3.89289,7.36341,7.62306,7.51653,7.45783,7.99317,5.96021,2.16872,2.88055,2.66507,1.33983,0.891235,0.653521
CG31495,FBgn0051495,FBgn0180760,FBgn0191943,3.29729,2.78284,1.2557,1.14165,1.44188,1.01923,1.38275,1.10232,0.981057,0.82354,1.0867,1.21261,1.31082,1.06195,1.65057,1.94194,2.11206,1.56181,2.63684,2.27351
CG31496,FBgn0051496,FBgn0165897,FBgn0191413,0,0.0136674,0,0,0,0,0,0,0,0.121308,0.0579888,0,0,0,0.901737,1.17766,0.922117,0.0715805,0,0
CG31510,FBgn0051510,FBgn0172657,FBgn0189767,4.29883,4.38542,2.27808,2.29995,2.33432,2.07859,2.0761,2.02277,2.45331,2.44551,2.55804,2.55069,2.62887,2.55266,4.72914,4.77076,4.20104,4.05427,4.4194,3.80611
CG31515,FBgn0051515,FBgn0178434,FBgn0189911,0,0,0.20305,0,0,0,0,0,0.29384,0,0.151818,0,0,0,0.882049,1.18379,2.72586,0,0.182453,0
CG31516,FBgn0051516,FBgn0165670,FBgn0191189,0.453623,0.40089,0.110989,0,0,0,0,0.100672,0.0860104,0,0.0884511,0,0.127227,0.367807,0.298827,0.211817,0.101501,0.27841,0.148103,0.141791
CG31517,FBgn0047199,FBgn0179006,FBgn0190449,0.0151057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG31523,FBgn0051523,FBgn0165646,FBgn0191166,199.541,187.48,103.144,105.499,102.95,85.3667,90.4579,87.207,130.39,128.69,136.263,123.568,121.277,117.251,82.0795,81.9932,81.2629,74.3531,73.7495,72.9931
CG31525,FBgn0051525,FBgn0165703,FBgn0191221,0.0408303,0.019363,0.0476272,0.0514064,0,0.252862,0.0919003,0.0439389,0.206944,0.224308,0.285729,0.192682,0.251094,0.0967217,1.16278,1.5295,1.59365,0.0479836,0.0516091,0.0491945
CG31528,FBgn0051528,FBgn0165701,FBgn0191219,2.54827,2.55248,0.540794,0.757592,0.767823,0.655537,0.786615,0.86627,1.09387,1.24412,0.92669,0.313268,0.788002,0.670178,4.81501,3.89838,3.67489,0.160997,0.128833,0.287587
CG31533,FBgn0051533,FBgn0180732,FBgn0191918,0,0.00376231,0.016101,0.0173211,0.016583,0.0143112,0.0155433,0.0148676,0.78366,0.682285,0.905948,0.0643077,0.0835952,0,4.25293,4.8857,4.67173,0.0628688,0.0337157,0.0804644
CG31542,FBgn0051542,FBgn0165748,FBgn0191268,0.0449555,0.0303844,0.247785,0.264774,0.253603,0.357457,0.0768642,0.221123,1.69917,1.67341,2.09426,0.194566,0.907229,1.06969,9.00705,8.40542,7.57006,0.339431,0.481884,0.461456
CG31546,FBgn0051546,FBgn0165553,FBgn0191089,0.2511,0.263187,0.451217,0.362798,0.637153,0.498185,0.323362,0.721931,1.97282,2.30862,2.39152,1.31877,1.69264,1.31599,8.09397,9.6482,8.99122,0.736641,0.90551,0.693017
CG31547,FBgn0051547,FBgn0165574,FBgn0191105,3.32417,2.77607,0.441699,0.635302,0.712062,0.457885,0.374059,0.462356,0.608331,0.601774,0.630244,0.710726,0.740134,0.779528,4.14456,4.09842,3.96155,5.22308,5.51,5.46366
CG31548,FBgn0051548,FBgn0165552,FBgn0191088,25.8876,24.354,9.28372,9.88595,10.7742,9.40687,10.4583,11.6221,10.9573,10.5439,10.5537,11.2719,12.2751,12.5994,15.9366,14.0633,14.8619,16.6299,15.109,14.9084
CG31550,FBgn0051550,FBgn0165758,FBgn0191279,42.2442,40.1755,17.0162,17.604,16.7155,15.2777,15.1507,14.8476,21.4601,21.4221,21.1827,22.1013,21.0584,20.9947,19.2729,19.0327,18.4261,21.5014,21.965,21.2054
CG31559,FBgn0051559,FBgn0165511,FBgn0191052,0.103006,0.131543,0.0524918,0.112375,0.0538803,0.0924835,0.099812,0.0238977,0.205014,0.197906,0.126553,0.226914,0.176276,0.226676,0,0,0.0412938,0,0.0299674,0.0573034
CG3156,FBgn0023536,FBgn0173970,FBgn0085901,12.324,11.4562,8.50468,9.23554,9.41218,6.46465,6.62434,7.11529,13.2773,12.0975,11.9943,9.8226,9.67344,10.1478,10.6619,10.1741,10.6684,9.79642,9.28313,9.48795
CG31560,FBgn0051560,FBgn0165826,FBgn0191342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG3160,FBgn0029789,FBgn0167563,FBgn0187870,15.4261,13.6167,4.40171,4.22661,3.90572,2.77881,3.1002,3.5576,3.89883,4.54475,4.10946,3.93815,3.44203,4.0579,5.55151,5.38506,5.90635,4.45446,4.52181,4.71533
CG31600,FBgn0051600,FBgn0171040,FBgn0193049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768854,0.236652,0.451359,0.0822484,0,0
CG31601,FBgn0051601,FBgn0171037,FBgn0193046,0.0239373,0.0184505,0,0,0,0,0,0,0.155084,0.252796,0.201019,0,0,0,5.09017,4.88446,4.81556,2.54007,2.34659,1.99691
CG31606,FBgn0051606,FBgn0171678,FBgn0194885,0.906642,0.658812,0.401209,0.755934,0.930717,1.25802,0.879373,0.467195,3.05722,3.06926,2.42261,6.73767,6.27641,6.76453,2.77784,3.26799,2.17046,2.65559,3.38278,2.61955
CG31609,FBgn0051609,FBgn0172310,FBgn0194964,0,0,0,0,0,0,0,0,0,0,0.0947423,0,0,0,0.781371,0.840611,0.481127,0,0,0
CG31612,FBgn0051612,FBgn0171043,FBgn0193052,0.462851,0.527416,0.632222,0.500554,0.705603,0.649461,0.446299,0.581258,0.723613,0.935739,0.670898,0.620945,0.754399,0.5194,0.963465,0.422811,0.493769,0.482118,0.413545,0.361839
CG31619,FBgn0051619,FBgn0171058,FBgn0195678,11.5518,10.5485,13.583,14.0137,14.169,10.4706,11.1462,10.7284,16.4086,17.0779,16.7968,14.8844,14.6939,15.9169,25.9836,25.3699,25.8384,24.8431,25.3085,24.5608
CG31627,FBgn0051627,FBgn0178265,FBgn0195655,1.49935,1.53884,0.504248,0.217183,0.20817,0.175335,0.381618,0.364749,1.89815,1.26132,0.903477,1.05032,0.32786,0.842835,6.81661,3.79609,4.8854,1.73136,2.07388,1.56336
CG31633,FBgn0051633,FBgn0168974,FBgn0193960,13.1965,12.9961,6.7291,7.15885,7.72234,6.43176,7.70232,7.29721,8.70287,8.16829,8.61973,8.58662,8.53855,9.13849,8.04556,7.19665,7.12797,7.4218,7.84268,7.23188
CG31635,FBgn0051635,FBgn0168985,FBgn0193961,16.7456,16.5527,5.55166,6.17675,5.40265,4.60748,4.39275,4.5901,7.30035,7.49288,7.4182,7.23819,7.68268,6.97039,6.52594,6.27806,6.72572,6.55217,7.105,6.38533
CG31636,FBgn0051636,FBgn0168963,FBgn0193959,1.15266,1.49532,3.87032,4.69929,4.12286,4.57225,4.23842,4.26645,6.3274,6.77045,6.5906,7.05685,7.52474,7.80181,13.0995,14.8997,15.3945,15.16,13.4767,16.2425
CG31637,FBgn0051637,FBgn0173541,FBgn0194801,100.277,98.7391,34.976,35.9403,36.6924,29.7414,31.4583,32.1901,41.2231,40.4339,40.8215,43.0824,45.0917,43.4442,74.7276,76.3405,80.0594,90.8309,89.111,86.9782
CG31638,FBgn0051638,FBgn0173539,FBgn0194798,14.303,13.3978,5.17491,5.5138,5.4672,5.02966,4.79934,4.69781,6.57313,7.30341,6.5307,5.76322,5.61823,6.24152,4.74574,5.39374,5.05046,5.19081,6.50794,5.87483
CG31643,FBgn0051643,FBgn0173498,FBgn0194764,2.72703,2.59883,2.70443,2.30229,2.25312,2.24424,2.0024,2.22348,2.54728,2.54108,2.86788,2.82987,2.66658,2.45845,2.06131,2.09627,1.87252,1.89625,1.90274,1.95834
CG31644,FBgn0051644,FBgn0172902,FBgn0194027,2.87023,2.02318,1.17603,0.421808,1.21448,1.02423,0,0.70929,6.72322,3.31889,4.3286,1.37454,3.34054,0.92069,31.7731,31.2743,28.7742,4.1923,3.58662,1.28595
CG3165,FBgn0031484,FBgn0173289,FBgn0194586,24.1022,20.0462,53.8705,51.4888,50.6686,46.7411,46.3575,46.1848,83.1758,86.5558,86.394,83.9982,81.2759,86.5594,124.364,128.401,123.767,130.836,131.4,133.375
CG31650,FBgn0031673,FBgn0172949,FBgn0183722,21.5157,22.2417,17.294,18.7608,17.1136,18.2212,18.272,15.9189,22.9905,23.3718,22.9499,23.2676,20.6862,23.654,24.6384,26.2771,28.1155,23.9608,23.3666,24.4754
CG31659,FBgn0051659,FBgn0171525,FBgn0194305,1.81297,2.22618,13.5401,14.193,17.5699,14.621,16.46,13.6921,19.7567,19.1355,22.4807,22.1104,21.4794,24.5508,16.7943,14.1237,13.6249,13.7272,14.4528,13.9871
CG31661,FBgn0051661,FBgn0171735,FBgn0194491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566116,0,0.0579862,0,0.0440862,0.168447
CG31663,FBgn0051663,FBgn0171496,FBgn0194281,18.2717,18.9633,8.56245,8.42185,8.62589,8.44648,9.19591,8.79356,12.0492,12.305,12.2438,14.7367,14.7066,14.876,20.9448,22.5525,21.0421,22.3859,22.3973,22.9537
CG31673,FBgn0051673,FBgn0178242,FBgn0195632,20.2538,19.6186,8.70902,8.65795,7.14424,9.6544,8.54616,9.30226,11.8391,12.360900000000001,11.0862,10.3435,10.9825,13.6259,16.7005,19.2658,17.489,17.9646,17.9178,16.9747
CG31674,FBgn0051674,FBgn0178243,FBgn0195634,4.67322,5.62121,6.1289,6.56009,6.46479,6.83672,6.43735,4.64377,9.18597,8.58553,8.1709599999999991,9.63939,8.77753,9.75064,8.29585,8.9874,8.90108,7.72419,7.50372,7.2554
CG31675,FBgn0051675,FBgn0178250,FBgn0195639,1.92723,1.56549,2.40865,2.91183,2.79017,3.17813,2.29946,2.61032,3.52868,2.7864,3.75717,2.61428,3.10854,2.99793,3.06803,5.138,3.13407,4.67049,3.39032,3.74996
CG31676,FBgn0051676,FBgn0178244,FBgn0195635,135.948,131.482,96.0023,99.9205,105.76,89.9319,100.417,92.4985,128.955,129.632,131.414,138.07,143.775,131.87,97.3945,100.184,106.011,103.404,106.183,110.37
CG31677,FBgn0051677,FBgn0174457,FBgn0189347,0.0185675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG31678,FBgn0051678,FBgn0178183,FBgn0193113,11.5299,12.1857,6.3264,5.87439,5.77714,4.76616,5.66993,5.28527,8.75859,9.02398,8.54127,8.92276,9.38028,9.20522,18.7804,18.2864,18.3395,19.997,18.9829,20.1513
CG3168,FBgn0029896,FBgn0167492,FBgn0187812,88.284,96.8409,76.8924,76.1274,78.3181,79.4414,78.2025,77.9749,98.5972,99.5788,96.5301,137.25,141.472,138.857,112.797,113.888,114.969,136.165,138.613,137.702
CG31688,FBgn0263355,FBgn0178215,FBgn0195605,21.6863,17.822,8.27122,9.8737,9.3907,7.60635,7.59452,8.47631,8.88097,9.60253,9.14642,10.679,9.6141,10.4095,4.18856,6.4078,3.53593,6.13378,5.53327,4.72749
CG31689,FBgn0031449,FBgn0173265,FBgn0194563,118.46,97.4084,165.969,166.741,168.785,141.832,144.338,143.3,203.366,199.545,199.995,186.024,186.228,190.917,137.852,140.955,138.429,157.507,162.176,154.829
CG31690,FBgn0051690,FBgn0173264,FBgn0194561,13.7319,11.9188,7.68899,8.19153,8.00633,6.88167,6.76409,6.93715,11.6462,11.6203,12.1232,11.882,12.6992,12.6504,6.97215,7.98214,7.96959,8.65536,8.78628,8.6449
CG31693,FBgn0051693,FBgn0171068,FBgn0195687,0,0.00544563,0,0.0548649,0,0.0225819,0,0.0469174,0.491239,0.265419,0.331443,0.078214,0.0542827,0.0523882,2.82247,2.95532,3.16782,0.0243713,0.0261442,0.0498624
CG31694,FBgn0051694,FBgn0173093,FBgn0194187,58.2161,52.6572,44.217,48.6257,48.4271,41.6469,40.0108,42.0475,66.1579,62.9676,67.5991,63.7204,66.6504,61.9281,111.83,113.041,108.165,111.649,112.031,109.991
CG31698,FBgn0051698,FBgn0173068,FBgn0194165,0,0,0.132723,0.285387,0.273208,0.116534,0.12656800000000001,0,0.1035,0,0,0,0.163278,0,0,0,0.197644,0.147731,0,0
CG31704,FBgn0051704,FBgn0181455,FBgn0195161,64.5142,48.899,1.30129,0,1.33481,0,0,1.14747,2.78709,2.98383,0,3.19627,0,4.81067,5.17343,3.66442,3.51449,4.75765,1.68769,0
CG31705,FBgn0028490,FBgn0165993,FBgn0193577,182.498,169.385,112.696,113.919,114.895,97.0316,96.4865,98.0379,205.378,210.521,209.578,223.215,227.223,221.02,184.831,191.3,181.968,197.905,205.193,204.772
CG31706,FBgn0051706,FBgn0165990,FBgn0193576,29.2226,28.8375,47.7587,44.7495,44.2576,49.1323,49.1544,50.9489,50.1019,53.5865,52.709,57.5413,53.3924,55.6716,65.7451,64.4745,61.4854,57.2355,57.3408,59.2606
CG31708,FBgn0051708,FBgn0167487,FBgn0193771,0.256539,0.214593,0.0516455,0.0554977,0.106264,0.0684991,0,0.0474095,0.412065,0.423319,0.404918,0.54305,0.423007,0.516327,1.14048,0.952525,1.71259,1.19822,1.20127,1.43374
CG31709,FBgn0051709,FBgn0167334,FBgn0193757,0.0239851,0.0114975,0,0.0985217,0,0,0.0869591,0,8.20809,7.09552,9.23619,0.818139,1.06304,1.84442,45.9763,47.488,50.4556,0.197975,0.532078,0.506493
CG31710,FBgn0051710,FBgn0167278,FBgn0193750,23.6119,22.5063,34.5273,40.3328,44.708,39.4699,38.0602,37.0941,34.6858,40.8488,36.082,46.726,41.4687,45.0117,58.7064,67.6789,59.6039,70.0264,77.9639,65.6925
CG31712,FBgn0051712,FBgn0167055,FBgn0193729,76.4807,74.2787,41.5128,41.9219,40.5118,35.5732,35.1696,35.2683,46.1206,49.2854,46.9925,43.0525,44.3594,43.8629,91.0339,86.7598,90.3049,84.6345,85.2777,80.8829
CG31715,FBgn0051715,FBgn0173098,FBgn0195057,52.6257,51.2073,39.3744,34.7878,35.3404,40.1641,38.4234,39.6238,53.2841,50.5631,49.3447,49.9591,46.9958,48.5499,65.6427,63.901,58.5762,67.4652,62.2369,63.0335
CG31717,FBgn0051717,FBgn0172955,FBgn0195045,49.7329,49.5115,39.6273,45.1995,40.6794,37.845,42.9352,39.8218,56.3879,53.0405,55.8543,55.2234,56.7335,56.943600000000004,94.134,95.5196,98.1164,101.167,101.05,96.217
CG31728,FBgn0051728,FBgn0165295,FBgn0195251,0.305956,0.32328,0,0.0873167,0.0278756,0.0240082,0.0519879,0.0497398,0.0839781,0.067806,0.0432729,0.029133,0.0905146,0.116396,0.351376,0.583091,0.597763,0.357786,0.352431,0.561535
