gene_name,Dmel,Dsec,Dsim,Dmel_m,Dmel_f,Dsec_m1,Dsec_m2,Dsec_m3,Dsec_f1,Dsec_f2,Dsec_f3,Dsec_m4,Dsec_m5,Dsec_m6,Dsec_f4,Dsec_f5,Dsec_f6,Dsim_m1,Dsim_m2,Dsim_m3,Dsim_f1,Dsim_f2,Dsim_f3
CG8060,FBgn0034113,FBgn0174948,FBgn0196833,4.64821,4.34613,3.80917,3.9455,3.88042,3.26102,3.3748,3.5011,4.67736,4.62829,4.78842,4.57022,4.47009,4.47185,5.50777,5.44418,4.94725,6.06293,5.5192,5.57246
CG8064,FBgn0038597,FBgn0170219,FBgn0190729,2.59974,2.74338,1.53009,1.32447,1.59273,1.49644,1.22298,1.25226,2.15582,1.80288,1.86748,1.85037,2.07662,2.1911,2.47553,2.53169,2.75952,3.17485,2.63677,2.92296
CG8065,FBgn0036075,FBgn0180064,FBgn0185920,0.0444667,0.0411583,0,0,0.0386081,0.0332182,0,0,0.676503,0.871925,0.941394,0.181674,0.11345,0.0728719,5.43305,5.66234,6.65332,0.178083,0.152956,0.182461
CG8067,FBgn0033891,FBgn0176382,FBgn0182757,6.85793,6.87644,7.84166,7.28864,7.76229,7.66622,7.71753,7.59089,9.96429,9.19749,9.98178,9.12028,7.69861,8.45106,12.9683,12.8158,12.6745,11.4754,11.3745,11.2443
CG8072,FBgn0036070,FBgn0180063,FBgn0185919,0.326964,0.225259,0.261135,0,0,0.385534,0.335209,0.160064,0.365643,0.394498,0.502777,0.357086,0.185458,0,1.88185,2.11425,2.47962,0.334004,0.286736,0.341845
CG8078,FBgn0033375,FBgn0175514,FBgn0181880,7.70204,6.75239,8.13175,8.95676,8.18332,8.51126,7.90138,8.85822,10.0334,10.1673,9.48967,10.0523,10.56,10.5085,8.85343,9.59536,10.2778,11.8769,11.5983,10.8905
CG8079,FBgn0034002,FBgn0176478,FBgn0021123,8.49365,8.10008,6.82525,6.88852,6.48971,6.43203,5.95031,5.99988,8.91835,8.23141,8.19628,9.04426,8.71111,8.74234,7.18476,6.26746,7.63017,7.13764,6.05805,6.60129
CG8080,FBgn0033373,FBgn0175516,FBgn0181882,9.16341,7.99659,1.77226,1.44952,1.02486,1.76327,2.18266,1.88434,3.56677,4.10213,3.74702,4.1707,4.67965,4.71749,11.0989,11.9243,12.2206,11.1788,10.1185,11.1793
CG8083,FBgn0025709,FBgn0175969,FBgn0182392,7.17493,6.20947,5.68427,5.28011,5.68631,3.01509,4.07228,3.96774,8.07651,7.79811,8.13334,6.43346,6.52094,5.67904,32.9658,32.5266,32.5635,28.4333,28.3498,27.5955
CG8086,FBgn0032010,FBgn0168042,FBgn0193829,111.47,108.644,33.9399,34.8064,36.2148,28.772,29.3769,29.5297,41.0286,42.6521,41.4709,40.7578,40.9386,40.6893,23.0588,24.476,24.7334,24.5915,25.111,23.8666
CG8087,FBgn0038241,FBgn0180700,FBgn0186773,0,0,0,0.213284,0.204193,0.523124,0.188144,0.360186,0.44824,0.160494,0.153753,0.230522,0.477848,0.230688,2.41506,1.5279,2.37633,2.97496,2.19158,1.54167
CG8089,FBgn0033993,FBgn0175040,FBgn0196920,0.917926,0.800667,0.380152,0.458877,0.323476,0.197741,0.258893,0.701739,0.539434,0.550821,0.44379,0.613667,0.4803,0.330468,0.257542,0.123236,0.147238,0.105397,0.204392,0.194855
CG8090,FBgn0033995,FBgn0175039,FBgn0196919,12.9468,12.9129,8.70066,8.54011,9.19704,8.8166,9.73976,9.30335,12.857,12.2937,10.7986,11.7158,12.2773,11.6329,10.5172,9.22134,11.8067,9.83242,10.341,10.3481
CG8093,FBgn0033999,FBgn0175036,FBgn0045589,0,0.00915534,0.118449,0,0,0.0694747,0.0376663,0.0360354,1.20138,1.03496,1.20643,3.14151,3.09234,3.40128,7.53798,8.16817,7.6424,0.199418,0,0.122188
CG8097,FBgn0030660,FBgn0177426,FBgn0188785,2.87618,2.40177,1.30913,0.911837,1.31017,0.99283,1.14576,1.06353,1.53189,1.34633,1.84223,1.86791,1.37325,1.67506,3.13112,3.02183,3.61286,2.93345,3.5267,2.85128
CG8100,FBgn0036410,FBgn0180311,FBgn0186164,0.273423,0.412767,0.0824132,0,0.0284206,0.0244582,0.0267051,0,0.250488,0.167363,0.179574,0.321146,0.55898,0.29632,0.108713,0.0391049,0.0745676,0.163881,0.235535,0.168162
CG8102,FBgn0034007,FBgn0175029,FBgn0196911,0.0168865,0,0.0320417,0.0344982,0,0.0570292,0.0620073,0.148166,0.310279,0.38661,0.492593,0,0.068399,0.0330021,4.3298,3.59768,4.25431,0.0317499,0.0680661,0.032514
CG8105,FBgn0030661,FBgn0177427,FBgn0188782,0.183132,0.190622,0.161193,0.143932,0.137988,0.140971,0.15246,0.097273,0.391087,0.210015,0.447043,0.212431,0.188533,0.242197,2.19893,2.25941,2.75201,0.162167,0.201913,0.0827074
CG8108,FBgn0027567,FBgn0180049,FBgn0185907,39.1569,39.0943,20.5629,21.458,21.6359,18.9681,18.2836,18.3874,27.4086,27.9967,27.7578,26.4756,27.5047,26.473,40.0259,39.6175,40.2268,36.2379,35.8187,36.5569
CG8111,FBgn0035825,FBgn0179843,FBgn0184752,17.284,16.2426,9.63827,9.37047,9.40744,8.74716,9.96173,8.72431,11.5562,11.9513,12.7275,12.27,12.637,11.8194,17.6446,18.6939,19.1004,17.9125,18.921,18.0521
CG8112,FBgn0037612,FBgn0178618,FBgn0190086,2.99652,3.14026,3.12942,3.85949,3.42886,3.20345,4.16138,3.22419,5.66663,5.87728,5.78748,6.45262,7.89296,7.11491,12.3738,13.039,10.5993,12.296,9.62007,12.0034
CG8116,FBgn0037614,FBgn0178619,FBgn0190087,20.6224,20.9408,12.0942,11.4244,12.0791,11.1675,10.8772,14.0932,16.166,16.9584,17.6352,16.647,16.0265,13.6159,15.6183,13.9963,16.2018,13.5631,15.1,15.1843
CG8117,FBgn0030663,FBgn0177428,FBgn0188787,0.119037,0.0618791,0,0,0,0,0,0,0,0,0.098341,0,0,0,0.427655,0.456318,0.436432,0,0.334831,0
CG8119,FBgn0030664,FBgn0177430,FBgn0188788,0,0,0,0,0,0,0,0,0.0413908,0.0445797,0,0,0,0,0.0874001,0,0.089388,0,0,0
CG8121,FBgn0037680,FBgn0178660,FBgn0190127,46.6246,46.6769,28.605,25.4103,27.0875,25.7087,25.9624,26.4021,36.3252,35.3336,33.5096,37.539,36.0408,36.6304,44.6327,43.1622,45.4095,43.9978,43.7588,46.8057
CG8128,FBgn0030668,FBgn0177435,FBgn0188791,47.1038,71.3001,50.7809,50.7815,52.4078,73.5662,72.9112,73.8434,85.088,84.5717,81.8773,154.138,153.28,153.614,91.9692,91.6535,94.194,160.379,160.679,157.309
CG8132,FBgn0037687,FBgn0171481,FBgn0190134,12.9799,13.9933,17.6051,15.4398,17.2706,16.8106,19.2636,16.8937,19.9821,21.1672,20.4797,21.2056,24.41,21.5874,13.2681,13.5738,14.2606,12.6078,14.2111,13.9203
CG8135,FBgn0037689,FBgn0178668,FBgn0190136,NA,NA,33.8139,37.3923,35.0136,31.6351,34.9533,32.7386,51.2677,50.9185,49.1917,53.2374,53.4635,54.3442,55.5896,52.7283,52.6662,58.407,60.1303,60.3067
CG8136,FBgn0037616,FBgn0178621,FBgn0190089,0.919688,0.932427,2.47318,2.77837,2.39236,2.23589,2.2837,2.70589,6.65401,6.47012,6.12511,3.89602,5.02923,4.4134,16.9962,16.5658,16.6522,1.47484,1.73868,1.23013
CG8138,FBgn0038122,FBgn0178952,FBgn0190397,0.0165994,0,0,0.145195,0,0.0598287,0.0650253,0,1.03184,0.796997,0.964174,0.139868,0.0727865,0.0702778,6.02323,8.77004,8.19291,0.0698747,0.150153,0.0716791
CG8141,FBgn0038125,FBgn0178954,FBgn0190400,0,0,0,0,0,0,0,0,0.424321,0.52286,0.437822,0.0849638,0.176403,0.0850663,7.6906,8.34529,6.72738,0,0,0.0761691
CG8142,FBgn0030871,FBgn0177721,FBgn0187324,3.624,2.74602,1.50436,1.32811,1.68167,0.505904,0.672923,0.483574,1.86922,1.57922,2.30281,0.979424,1.113,1.02626,3.21326,3.54509,3.96811,1.36706,1.63529,1.31417
CG8145,FBgn0037617,FBgn0178622,FBgn0190090,3.60504,3.36987,3.30403,3.72277,3.766,2.66295,3.68341,3.88061,3.71522,4.97302,3.92336,3.81998,5.15333,4.7272,2.75731,3.53558,3.32192,2.86404,2.44044,2.88995
CG8147,FBgn0043791,FBgn0178673,FBgn0190139,0.290941,0.922303,0.0970373,0.130077,0.174531,0.149686,0.115702,0.177157,0.275471,0.197508,0.226865,0.203889,0.21145,0.356742,0.261102,0.313532,0.266559,0.324308,0.445567,0.449391
CG8152,FBgn0034008,FBgn0175028,FBgn0196910,5.88856,5.4087,3.97178,4.51985,4.7856,4.81944,5.01948,3.73064,5.07353,4.84712,4.76352,4.70588,4.57586,4.71895,3.64506,4.52864,4.85858,4.78098,4.21266,4.81013
CG8155,FBgn0034009,FBgn0175027,FBgn0196909,7.07681,7.20798,4.52474,4.06086,4.31786,3.49493,4.1248,3.79397,4.64452,4.88868,5.03776,4.59892,4.61615,4.42482,5.28492,5.5726,4.94664,5.53824,5.60176,5.31309
CG8157,FBgn0034010,FBgn0175026,FBgn0196908,22.2326,23.7078,3.04354,1.904,2.60556,2.24511,1.21743,3.25756,3.30655,5.61473,4.65734,5.71006,4.82299,4.6412,54.4965,52.7188,55.2501,55.1174,56.4266,54.9201
CG8159,FBgn0037619,FBgn0178624,FBgn0190092,3.89866,3.91973,3.19337,3.47011,3.60664,3.39616,3.32243,3.21304,4.2694,4.74547,4.20868,4.08865,2.8815,3.82944,3.14477,3.51443,4.61592,3.48042,3.80013,3.59264
CG8170,FBgn0033365,FBgn0175522,FBgn0181888,1.00334,0.635423,0.0936094,0.0429086,0.0822438,0.104135,0.0623592,0.0717001,0.179242,0.144167,0.0921179,0.275935,0.396268,0.290422,0.979656,0.806333,1.07785,1.10901,1.00504,1.03176
CG8172,FBgn0033362,FBgn0175524,FBgn0181891,0.0485654,0.0228516,0,0.0281254,0,0,0.0250258,0,0.0203979,0.0219189,0,0.140241,0.0580346,0.0559686,0.0328194,0.244596,0.0669081,0.0683119,0.16998,0.0928634
CG8173,FBgn0030864,FBgn0168228,FBgn0188902,1.22217,0.524301,0.0898488,0,0.184666,0.0798929,0.260218,0,0.736934,0.21669,0.276678,0.0973872,0.30349,0.0974075,2.30842,2.28091,2.09286,0.724666,0.438639,0.643869
CG8180,FBgn0034021,FBgn0175021,FBgn0196902,33.9929,30.6299,18.8593,19.8112,19.0161,16.8048,17.223,17.5843,26.1802,25.2831,25.9179,27.8721,27.0658,29.604,30.962,31.3801,30.1833,34.3187,33.6991,33.2937
CG8184,FBgn0030674,FBgn0177438,FBgn0188793,8.35884,8.50334,4.56697,4.69204,4.52291,4.10459,4.18428,4.24645,5.21713,5.12114,5.14467,5.17367,5.17579,5.21905,18.4754,17.3164,18.5582,17.4248,18.2532,17.8384
CG8187,FBgn0034027,FBgn0175019,FBgn0196899,16.5085,16.1015,12.2866,12.675,12.0206,12.8758,10.648,11.8047,14.7147,13.9753,14.9392,15.2183,15.4072,13.0295,15.0376,16.9571,18.9035,20.2813,17.277,20.3822
CG8188,FBgn0030863,FBgn0168230,FBgn0188903,14.7497,16.5644,12.9448,12.6719,12.3596,12.32,10.3434,11.8189,17.6962,16.0977,19.3739,19.3026,20.8208,17.8589,21.6923,19.9393,22.5604,23.061,21.8002,20.5907
CG8191,FBgn0030675,FBgn0177439,FBgn0188794,3.51201,3.02091,4.41937,3.81901,5.21429,3.75249,4.06745,3.98755,4.79785,4.30249,3.78736,4.31046,4.22227,3.25851,3.4676,3.0159,3.00115,3.3612,2.69756,3.21831
CG8192,FBgn0034030,FBgn0175018,FBgn0196898,9.87514,9.285,4.28371,4.31391,3.93472,4.30881,5.07417,4.65664,5.42769,5.72332,5.5143,6.55823,6.61149,6.65746,3.60541,3.88981,4.35922,4.22473,4.35177,4.82908
CG8195,FBgn0034032,FBgn0175017,FBgn0196897,17.0053,16.1185,10.8023,11.661,10.9878,10.8023,10.7914,10.4453,15.7992,15.8765,15.7637,14.8307,15.4378,16.0567,9.69938,11.0819,10.4445,10.4485,10.2022,10.0285
CG8197,FBgn0033369,FBgn0175518,FBgn0181884,0.010149,0.027615,0.116194,0.12473,0,0,0.0734091,0.105449,0.431269,0.696545,0.824661,0.128222,0.133308,0.128548,2.3423,2.14281,1.53705,0,0,0
CG8199,FBgn0037709,FBgn0178679,FBgn0190144,11.9667,11.4507,10.6535,11.0689,10.9946,9.9225,10.547,11.131,14.3206,15.3133,15.3773,15.8506,14.8773,13.1749,10.8497,13.5941,12.3022,11.3021,12.092,11.2141
CG8202,FBgn0037622,FBgn0178625,FBgn0190093,4.65513,4.72869,3.02091,3.2706,2.9493,2.47863,2.62772,2.33574,4.49401,4.17441,4.11581,4.02817,3.88522,4.27129,2.96467,2.95736,2.93109,2.98035,2.80696,2.88008
CG8204,FBgn0034033,FBgn0175014,FBgn0196894,10.1602,9.95951,10.9263,9.78924,9.84904,6.62954,9.35237,8.1196,11.8469,10.6741,10.094,10.3741,9.55534,9.73572,20.0065,23.4774,20.0353,17.8285,14.0078,16.5544
CG8206,FBgn0030679,FBgn0177441,FBgn0188796,51.8241,57.8292,88.9985,92.8785,79.9537,76.372,64.5605,79.9596,102.34,108.76,106.111,136.68,129.679,139.11,84.9003,82.1902,80.0439,87.4346,86.7254,88.9453
CG8207,FBgn0034035,FBgn0175010,FBgn0196892,15.8885,15.5303,12.7988,14.2134,13.6409,12.5096,12.9382,12.4147,17.9236,17.5477,17.4342,18.5345,17.1127,17.5021,18.377,17.8446,16.7492,20.2471,21.5604,20.0456
CG8209,FBgn0035830,FBgn0179870,FBgn0185739,27.4141,28.4307,13.8708,12.8129,13.321,12.2705,13.3718,12.6407,18.7048,19.8257,19.9194,18.7117,17.9061,19.356,27.9016,29.9149,27.4693,25.5515,27.7805,27.1739
CG8213,FBgn0033359,FBgn0175528,FBgn0181895,0.200458,0.247393,0.0729793,0.0391451,0.0449753,0.0578555,0.0277992,0.053227,0.145484,0.0903012,0.144117,0.199177,0.103255,0.0995243,0.432361,0.922654,0.630045,0.52329,0.419542,0.267191
CG8214,FBgn0034037,FBgn0175008,FBgn0196889,0.458452,0.43549,0.202729,0.186417,0.535339,0.203114,0.247269,0.315826,0.495065,0.363276,0.394471,0.559307,0.257742,0.372591,1.04854,0.87085,0.872821,0.709173,0.641879,0.334358
CG8216,FBgn0033358,FBgn0175529,FBgn0181896,225.954,247.935,70.8147,70.457,65.3661,68.9646,71.1082,66.5958,110.158,106.909,108.488,125.265,127.812,119.199,167.102,175.627,163.477,220.503,225.029,227.089
CG8223,FBgn0037624,FBgn0178626,FBgn0190094,2.7217,2.73468,16.8635,18.1724,19.2584,18.2558,17.7807,16.8511,22.4033,22.1703,22.4325,22.1949,22.0019,21.661,19.271,18.7556,19.453,20.9618,20.4892,20.6326
CG8230,FBgn0027607,FBgn0175531,FBgn0181898,18.2224,16.9959,7.77864,8.97742,8.86035,8.35316,8.33358,7.61779,12.3303,11.9403,12.1009,13.134,11.3595,11.4876,13.1872,12.2041,11.8573,11.4094,11.3701,11.9961
CG8235,FBgn0033351,FBgn0175533,FBgn0186933,14.9771,14.1933,7.72282,8.28796,8.3441,7.92081,7.98292,7.57635,10.7011,10.8141,9.37962,11.1884,12.4984,11.2641,15.7329,14.0193,14.5227,18.3183,16.1149,17.9645
CG8236,FBgn0037626,FBgn0178629,FBgn0190095,3.0535,3.34452,1.69071,1.33826,1.69416,1.17785,1.19925,1.40684,1.74984,1.81762,2.08821,1.86204,1.75351,2.2843,3.2445,3.42018,3.14509,1.13202,0.806828,0.859657
CG8237,FBgn0033350,FBgn0175959,FBgn0187049,30.8711,28.7241,11.1219,12.6587,11.159,13.0735,11.4969,10.8106,12.1137,12.7886,13.7131,13.885,13.911,13.2973,22.9891,18.8081,18.5568,20.3075,21.4972,20.5487
CG8243,FBgn0033349,FBgn0175958,FBgn0182380,12.9738,13.3634,9.49844,9.41052,10.2983,9.58649,8.84801,9.26965,14.2133,13.7435,15.0295,16.0646,17.0112,16.4261,12.8676,12.9944,12.1213,12.8154,11.9809,11.6401
CG8245,FBgn0033031,FBgn0171430,FBgn0182152,142.29,145.721,154.654,163.402,162.433,151.532,149.738,150.051,229.012,231.99,233.282,228.133,227.547,226.907,303.979,293.727,287.969,308.406,311.649,310.052
CG8247,FBgn0033348,FBgn0175534,FBgn0181900,1.52122,1.5994,0.387882,0.515149,0.446574,0.486025,0.483874,0.631633,0.617598,0.666766,0.602053,0.637886,0.517906,0.594845,0.414186,0.239043,0.45682,0.503363,0.540179,0.304595
CG8248,FBgn0033347,FBgn0175535,FBgn0181902,8.63407,8.52422,6.94233,7.45418,7.29363,6.68133,6.94723,6.85471,8.75486,9.70806,9.35954,10.2236,9.0501,8.9446,9.69353,11.398,11.4059,9.8622,10.4713,9.4952
CG8249,FBgn0034045,FBgn0175001,FBgn0196880,7.35368,7.12252,2.62839,2.82329,3.24256,2.33872,2.77108,2.90991,3.65936,2.76279,3.02518,3.51446,3.8487,3.09992,5.74675,5.97189,5.62089,5.4923,5.80907,5.05311
CG8252,FBgn0033344,FBgn0175538,FBgn0181904,0.435466,0.367265,0.206321,0.621502,0.340134,0.479181,0.199841,0.344216,0.834644,0.64384,0.768848,0.454547,0.386598,0.290128,6.65147,4.63723,4.85225,0.889935,0.634101,0.706659
CG8258,FBgn0033342,FBgn0175539,FBgn0181905,51.1949,49.7198,15.1957,15.4835,14.9394,15.2814,16.6524,16.3526,23.6812,23.1601,22.3677,26.3879,25.1582,25.6476,38.6358,39.7747,35.0717,39.0268,38.1675,36.8688
CG8270,FBgn0035703,FBgn0169707,FBgn0185654,5.97327,6.73674,5.36036,5.2461,4.55401,5.04446,4.48945,4.85424,6.32251,6.36011,6.29326,6.59769,6.51926,6.44645,6.15773,6.61142,5.73582,6.05477,6.62493,6.83432
CG8272,FBgn0033337,FBgn0175542,FBgn0181909,8.45339,8.18802,5.1156,4.46616,4.51672,3.82337,4.20602,4.38414,7.51091,7.16386,7.47946,7.96675,7.71257,6.82497,8.79133,10.0997,10.3807,8.66023,8.99932,8.511
CG8273,FBgn0037716,FBgn0178683,FBgn0190148,3.78244,3.74624,2.70206,2.3644,2.4466,2.20465,2.46401,2.4506,3.07921,2.95994,2.88316,3.12091,3.18958,2.82662,2.72618,3.13254,3.20725,3.29675,2.92126,2.82658
CG8281,FBgn0035824,FBgn0179866,FBgn0185735,9.95491,10.3441,9.63715,9.8853,9.73076,8.19385,9.66999,8.7074,11.7764,10.2761,11.7449,11.5877,10.2316,10.8895,10.8199,11.255,11.6446,12.1611,11.4856,12.4107
CG8289,FBgn0030854,FBgn0168235,FBgn0188910,16.1745,11.8227,8.10537,8.9915,8.68078,7.18127,7.20805,8.76608,11.3502,11.2565,10.959,8.75872,9.14231,9.18639,16.48,15.5291,14.9512,11.7694,12.6634,12.4829
CG8290,FBgn0026573,FBgn0176201,FBgn0182591,5.10041,4.87378,1.24025,1.20064,1.21945,1.09458,0.939622,1.06444,1.50185,1.43598,1.3296,1.2073,1.13244,1.16202,1.49798,1.70255,1.72408,1.70093,1.57184,1.51218
CG8292,FBgn0032004,FBgn0168061,FBgn0193834,2.12746,2.47364,0.221024,0.416393,0.113935,0.438714,0.211929,0.152026,0.893278,1.14738,0.746186,0.777131,0.55981,0.779157,11.123,10.4566,10.4041,0.924084,1.11357,1.12119
CG8297,FBgn0034050,FBgn0176524,FBgn0182899,43.2515,42.9095,28.9635,29.5295,30.4688,28.5083,30.471800000000002,31.7203,38.3412,42.2172,41.5564,40.191,45.0605,44.5627,54.2151,55.4845,54.5765,63.491,62.4069,63.2901
CG8298,FBgn0033673,FBgn0176205,FBgn0182594,7.48376,7.00649,6.01801,5.19686,6.38963,5.15773,5.04279,5.63847,6.91472,6.81097,6.73045,6.17876,6.70023,5.88799,9.15912,8.8976,9.55408,7.06999,6.94325,7.23657
CG8299,FBgn0034052,FBgn0174990,FBgn0196870,0,0,0,0,0,0,0,0,0,0,0.054365,0,0,0,0.187374,0,0,0,0,0.0681715
CG8300,FBgn0029937,FBgn0172415,FBgn0188420,53.2402,73.6986,174.555,182.666,173.648,270.155,277.275,275.451,251.232,250.709,247.594,408.968,403.263,406.441,149.309,151.46,152.637,367.87,369.801,364.106
CG8301,FBgn0037717,FBgn0178684,FBgn0190150,7.78667,7.70339,41.2344,40.791,41.2676,33.7162,32.9634,34.8236,41.5257,41.0598,41.9241,42.5017,43.1339,42.9154,31.1211,30.8641,32.9502,38.4829,40.3456,35.9181
CG8306,FBgn0034142,FBgn0174931,FBgn0196815,235.954,196.344,68.4584,67.5452,66.9488,67.8046,68.6611,69.222,96.5688,98.6148,98.4686,97.3391,95.7747,95.6842,114.392,116.468,113.889,115.738,117.972,118.256
CG8311,FBgn0034141,FBgn0174932,FBgn0196816,10.6613,10.5984,13.1367,14.241,13.4612,12.4187,13.6115,12.5624,17.4992,16.4034,16.3178,18.8212,17.1188,19.5791,11.7039,10.2525,12.1865,11.6562,12.9147,14.2317
CG8312,FBgn0037720,FBgn0178686,FBgn0190153,85.6148,80.6158,25.4727,26.3106,25.9423,20.5353,20.028,20.6312,33.3333,35.0818,34.7894,30.9585,32.9038,32.0818,30.0649,30.8378,31.3903,30.1548,31.0595,31.0153
CG8314,FBgn0034057,FBgn0174986,FBgn0196865,30.5174,27.5293,31.9905,30.8718,32.4094,27.5779,28.8513,31.3288,39.2314,41.5199,39.3043,43.5864,42.8546,43.401,34.1149,35.9019,31.3587,36.3879,37.0717,37.4606
CG8316,FBgn0030852,FBgn0168236,FBgn0188911,0.0221692,0.0261919,0.223309,0.347787,0.486634,0,0,0,0.995036,0.865733,1.1031,0.0743128,0,0.0746818,3.90501,4.02167,4.30932,0.0951231,0.0255606,0.0730969
CG8317,FBgn0034140,FBgn0174933,FBgn0196817,11.0211,11.3714,15.212,16.1137,16.1795,14.555,11.9711,16.5293,35.4063,39.8639,37.3576,45.7464,49.0017,45.3025,82.1195,89.8618,84.9129,127.617,140.109,128.456
CG8319,FBgn0037722,FBgn0178687,FBgn0190154,3.60991,3.53124,3.48571,2.75456,2.67272,3.01177,3.34107,3.42149,3.74694,3.6816,3.78943,3.76599,3.42545,2.96906,3.7659,3.83062,2.89359,2.9573,4.17414,2.99297
CG8320,FBgn0034059,FBgn0176529,FBgn0182903,7.9931,7.91197,45.186,42.6348,41.4928,42.0108,43.428,43.6471,53.3201,56.205,49.6457,57.5367,48.8992,52.0195,43.6075,42.5867,43.0654,48.0649,49.1695,54.2271
CG8321,FBgn0033677,FBgn0176207,FBgn0182596,46.5235,44.5951,84.0922,77.1241,81.1764,78.0665,78.4262,77.1218,106.515,108.716,112.72,108.199,109.765,111.803,95.2152,93.9977,92.2792,106.595,105.206,106.442
CG8323,FBgn0033903,FBgn0176392,FBgn0182783,26.3085,25.9166,22.5305,20.0405,20.4443,18.0275,19.9968,17.3243,25.6589,24.1759,24.9546,23.5296,25.9861,23.5218,23.8072,23.6467,26.6074,22.6614,26.4386,26.9925
CG8326,FBgn0030851,FBgn0168237,FBgn0188912,5.60507,4.02773,1.72032,2.85961,2.2931,2.24265,2.02417,1.9008,2.6885,3.85887,3.29586,2.60343,3.05413,2.6463,5.93558,6.63823,4.72291,5.19606,4.75836,4.3829
CG8329,FBgn0036022,FBgn0180029,FBgn0185886,0.220512,0.0427904,0,0.140382,0.134437,0,0.125315,0.18002,0,0.0539429,0,0,0.0730702,0.140786,0.18092,0.43391,0.277228,0.0319933,0.102532,0.032688
CG8331,FBgn0033906,FBgn0176396,FBgn0182787,413.109,411.705,173.829,181.152,178.687,175.085,173.227,174.322,242.458,230.307,230.894,227.251,227.739,217.916,195.578,199.915,195.304,199.039,189.947,199.95
CG8334,FBgn0036913,FBgn0174576,FBgn0186507,18.3072,17.2394,7.22337,6.94915,6.8154,5.98376,6.27864,6.04575,7.61082,8.25963,7.62936,8.32164,7.76135,8.01524,9.5692,9.54926,9.46622,9.57539,9.53975,9.44513
CG8335,FBgn0033069,FBgn0171453,FBgn0182171,0,0.0318254,0.339069,0.425831,0.698479,0.29875,0.270551,0.465659,1.46893,1.49146,1.56004,0.610747,0.828103,0.552673,3.69375,2.43958,3.38105,0.0572479,0.122695,0.11727
CG8336,FBgn0036020,FBgn0180028,FBgn0185885,11.7214,11.6209,10.0972,12.0008,10.1361,10.8935,10.4663,10.7685,15.7361,14.0846,13.1146,15.897,14.2877,14.5183,15.829,17.7325,16.5308,13.8552,13.9472,14.9066
CG8343,FBgn0040502,FBgn0171452,FBgn0084900,2.20296,1.27835,0.200768,0.214859,0.103022,0,0,0,0.152152,0.571785,0.234877,0,0,0.111048,0.564799,1.05188,0.719235,0.305984,0.543545,0.520938
CG8349,FBgn0032003,FBgn0171775,FBgn0194895,0.0528856,0.0483454,0.210857,0.113256,0,0.18609,0.151295,0.144794,1.22376,1.09766,1.00933,0.402011,0.35824,0.575876,7.23757,9.56055,7.93516,0.580293,0.620849,0.377703
CG8353,FBgn0032002,FBgn0171771,FBgn0194894,8.40803,9.88077,16.6421,15.7228,16.2616,19.0379,18.1938,16.6673,11.1624,11.6602,12.3786,12.2732,12.6002,11.7852,51.6529,53.9858,53.9316,38.9409,45.4261,42.8433
CG8359,FBgn0037634,FBgn0178632,FBgn0190100,3.17385,2.90614,1.17596,0.989336,1.10557,1.07569,1.60735,1.6316,0.951947,1.35704,1.41671,1.21143,1.03016,1.3232,1.34028,1.73346,1.22879,1.08282,1.43568,1.84544
CG8360,FBgn0032001,FBgn0171770,FBgn0194893,54.0904,52.1582,48.8823,46.1019,49.9847,42.8004,43.7147,43.2894,60.0329,63.9698,64.7514,65.505,57.9086,68.6247,46.3967,47.4569,49.5932,50.3611,48.1186,53.2751
CG8366,FBgn0034054,FBgn0176528,FBgn0182902,2.92794,2.92832,3.88432,4.01734,3.9089,3.33484,3.34432,3.67607,5.15906,5.35607,5.99321,4.80565,4.39492,4.44689,8.72614,9.33287,8.93243,8.86829,8.27922,9.42089
CG8368,FBgn0035707,FBgn0169712,FBgn0185659,4.84147,4.86916,2.6354,2.32287,2.63871,2.25989,2.27857,2.66396,5.50871,5.431,5.30722,4.09888,4.14071,3.6998,15.3967,13.7813,14.7125,4.08245,4.2713,4.24531
CG8370,FBgn0034060,FBgn0176530,FBgn0182904,4.78787,5.1195,3.57617,3.41169,3.51576,3.20779,3.3591,2.9497,4.65007,4.36506,4.39313,4.60366,4.45858,4.24198,5.13873,4.51587,4.37311,4.72932,5.01649,4.9494
CG8372,FBgn0032000,FBgn0168064,FBgn0193835,42.7489,40.6359,35.9598,37.3993,35.5484,37.6965,39.4845,37.5894,46.1135,46.9117,43.0346,42.1787,42.9981,48.6417,48.819,52.2584,44.0142,47.9674,49.2229,49.8802
CG8378,FBgn0027495,FBgn0176214,FBgn0182604,8.32724,7.71524,4.68414,5.05237,4.89002,4.19949,4.4583,4.94517,6.0442,5.98315,5.8179,5.5566,5.11371,5.53256,5.97708,5.45223,5.89008,6.06691,5.75575,6.60177
CG8379,FBgn0037638,FBgn0178634,FBgn0190101,40.3536,33.8987,11.2482,10.7526,10.8652,10.3527,10.6214,10.9468,14.4985,14.6384,15.0926,15.9994,17.2014,14.5097,9.98063,11.1645,9.8905,10.4463,10.316,10.4676
CG8386,FBgn0034061,FBgn0174983,FBgn0196862,43.6892,43.9085,34.6112,34.5518,35.7683,33.1632,36.4432,35.2721,44.1405,42.2265,39.6193,41.3968,41.844,43.6188,38.664,36.742,37.6767,35.7984,44.1347,40.748
